JobNum,PartNum,Description,OpID,Qty
462461,"0010-86295, Rev 02","ASSY, PRE-CLEAN HDF MODULE, GEN4, LKP",LEAK,1
462461,"0010-86295, Rev 02","ASSY, PRE-CLEAN HDF MODULE, GEN4, LKP",QAIPI,1
462461,"0010-86295, Rev 02","ASSY, PRE-CLEAN HDF MODULE, GEN4, LKP",CLES,5
462461,"0010-86295, Rev 02","ASSY, PRE-CLEAN HDF MODULE, GEN4, LKP",QAFNL,10
462461,"0010-86295, Rev 02","ASSY, PRE-CLEAN HDF MODULE, GEN4, LKP",SHIP,2
462461,"0010-86295, Rev 02","ASSY, PRE-CLEAN HDF MODULE, GEN4, LKP",N/A,1
462461,"0010-86295, Rev 02","ASSY, PRE-CLEAN HDF MODULE, GEN4, LKP",ASMBL,22
462496,"0021-19849, Rev 03","SPACER, RECTANGULAR, .19 THK, MOVABLE SHIELD, SRD",CLNAPXA,6
462496,"0021-19849, Rev 03","SPACER, RECTANGULAR, .19 THK, MOVABLE SHIELD, SRD",BLKLIN,30
462496,"0021-19849, Rev 03","SPACER, RECTANGULAR, .19 THK, MOVABLE SHIELD, SRD",QAFNL,1
462496,"0021-19849, Rev 03","SPACER, RECTANGULAR, .19 THK, MOVABLE SHIELD, SRD",BG&TG,100
462496,"0021-19849, Rev 03","SPACER, RECTANGULAR, .19 THK, MOVABLE SHIELD, SRD",N/A,1
462496,"0021-19849, Rev 03","SPACER, RECTANGULAR, .19 THK, MOVABLE SHIELD, SRD",QAFAI,55
462510,"0042-34576, Rev 03","TOP COVER, STEAM GENERATOR, HEATER ASSY,
POLISHER",MARK,55
462510,"0042-34576, Rev 03","TOP COVER, STEAM GENERATOR, HEATER ASSY,
POLISHER",QAFNL,0
462510,"0042-34576, Rev 03","TOP COVER, STEAM GENERATOR, HEATER ASSY,
POLISHER",SHIP,1
462510,"0042-34576, Rev 03","TOP COVER, STEAM GENERATOR, HEATER ASSY,
POLISHER",N/A,1
462525,"0042-35599, Rev 03","DRIP PAN TROUGH, C1, CLNR",INSRT,1
462525,"0042-35599, Rev 03","DRIP PAN TROUGH, C1, CLNR",QAIPI,1
462525,"0042-35599, Rev 03","DRIP PAN TROUGH, C1, CLNR",PULL,1
462525,"0042-35599, Rev 03","DRIP PAN TROUGH, C1, CLNR",SAND,1
462525,"0042-35599, Rev 03","DRIP PAN TROUGH, C1, CLNR",SBOND,2
462525,"0042-35599, Rev 03","DRIP PAN TROUGH, C1, CLNR",WELD,14
462525,"0042-35599, Rev 03","DRIP PAN TROUGH, C1, CLNR",Cell3VF3,2
462525,"0042-35599, Rev 03","DRIP PAN TROUGH, C1, CLNR",LEAK,50
462525,"0042-35599, Rev 03","DRIP PAN TROUGH, C1, CLNR",MARK,5
462525,"0042-35599, Rev 03","DRIP PAN TROUGH, C1, CLNR",QAFNL,10
462525,"0042-35599, Rev 03","DRIP PAN TROUGH, C1, CLNR",CLES,6
462525,"0042-35599, Rev 03","DRIP PAN TROUGH, C1, CLNR",BLKLIN,6
462525,"0042-35599, Rev 03","DRIP PAN TROUGH, C1, CLNR",CLEAN_IP,1
462525,"0042-35599, Rev 03","DRIP PAN TROUGH, C1, CLNR",SHIP,10
462525,"0042-35599, Rev 03","DRIP PAN TROUGH, C1, CLNR",N/A,10
462526,"0042-35599, Rev 03 - Item 1","White PVC, 6.35mm (.25 INCH) Stock, FM4910 Compliant",DEBUR,10
462526,"0042-35599, Rev 03 - Item 1","White PVC, 6.35mm (.25 INCH) Stock, FM4910 Compliant",QAFNL,1
462526,"0042-35599, Rev 03 - Item 1","White PVC, 6.35mm (.25 INCH) Stock, FM4910 Compliant",STOCK,20
462526,"0042-35599, Rev 03 - Item 1","White PVC, 6.35mm (.25 INCH) Stock, FM4910 Compliant",N/A,15
462526,"0042-35599, Rev 03 - Item 1","White PVC, 6.35mm (.25 INCH) Stock, FM4910 Compliant",Cell1VF6,20
462565,"CSN-0148-01, Rev D","POSITIVE ENDPLATE FRAME, S200",N/A,20
462565,"CSN-0148-01, Rev D","POSITIVE ENDPLATE FRAME, S200",SHIP,20
462566,"CSN-0148-01, Rev D","POSITIVE ENDPLATE FRAME, S200",CLEAN,2
462566,"CSN-0148-01, Rev D","POSITIVE ENDPLATE FRAME, S200",QAFNL,2
462566,"CSN-0148-01, Rev D","POSITIVE ENDPLATE FRAME, S200",SHIP,6
462566,"CSN-0148-01, Rev D","POSITIVE ENDPLATE FRAME, S200",QAIPI,10
462567,"CSN-0148-01, Rev D","POSITIVE ENDPLATE FRAME, S200",CLEAN,100
462567,"CSN-0148-01, Rev D","POSITIVE ENDPLATE FRAME, S200",QAFNL,5
462567,"CSN-0148-01, Rev D","POSITIVE ENDPLATE FRAME, S200",SHIP,5
462567,"CSN-0148-01, Rev D","POSITIVE ENDPLATE FRAME, S200",N/A,1
462568,"CSN-0148-01, Rev E","POSITIVE ENDPLATE FRAME, S200",Cell4_GR,1
462568,"CSN-0148-01, Rev E","POSITIVE ENDPLATE FRAME, S200",DEBUR,1
462568,"CSN-0148-01, Rev E","POSITIVE ENDPLATE FRAME, S200",QAIPI,2
462568,"CSN-0148-01, Rev E","POSITIVE ENDPLATE FRAME, S200",CLEAN,2
462568,"CSN-0148-01, Rev E","POSITIVE ENDPLATE FRAME, S200",QAFNL,1
462568,"CSN-0148-01, Rev E","POSITIVE ENDPLATE FRAME, S200",SHIP,12
462568,"CSN-0148-01, Rev E","POSITIVE ENDPLATE FRAME, S200",N/A,10
462569,"CSN-0148-01, Rev D","POSITIVE ENDPLATE FRAME, S200",CLEAN,54
462569,"CSN-0148-01, Rev D","POSITIVE ENDPLATE FRAME, S200",QAFNL,2
462569,"CSN-0148-01, Rev D","POSITIVE ENDPLATE FRAME, S200",SHIP,10
462569,"CSN-0148-01, Rev D","POSITIVE ENDPLATE FRAME, S200",N/A,10
462569,"CSN-0148-01, Rev D","POSITIVE ENDPLATE FRAME, S200",QAIPI,50
462571,"CSN-0149-01, Rev C","NEGATIVE ENDPLATE FRAME, S200",CLEAN,30
462571,"CSN-0149-01, Rev C","NEGATIVE ENDPLATE FRAME, S200",QAFNL,1
462571,"CSN-0149-01, Rev C","NEGATIVE ENDPLATE FRAME, S200",SHIP,1
462571,"CSN-0149-01, Rev C","NEGATIVE ENDPLATE FRAME, S200",N/A,69
462571,"CSN-0149-01, Rev C","NEGATIVE ENDPLATE FRAME, S200",QAIPI,1
462574,"CSN-0149-01, Rev D","NEGATIVE ENDPLATE FRAME, S200",Cell4_GR,1
462574,"CSN-0149-01, Rev D","NEGATIVE ENDPLATE FRAME, S200",DEBUR,20
462574,"CSN-0149-01, Rev D","NEGATIVE ENDPLATE FRAME, S200",QAIPI,20
462574,"CSN-0149-01, Rev D","NEGATIVE ENDPLATE FRAME, S200",CLEAN,8
462574,"CSN-0149-01, Rev D","NEGATIVE ENDPLATE FRAME, S200",QAFNL,1
462574,"CSN-0149-01, Rev D","NEGATIVE ENDPLATE FRAME, S200",SHIP,1
462574,"CSN-0149-01, Rev D","NEGATIVE ENDPLATE FRAME, S200",N/A,55
462575,"CSN-0149-01, Rev D","NEGATIVE ENDPLATE FRAME, S200",Cell4_GR,55
462575,"CSN-0149-01, Rev D","NEGATIVE ENDPLATE FRAME, S200",DEBUR,55
462575,"CSN-0149-01, Rev D","NEGATIVE ENDPLATE FRAME, S200",QAIPI,55
462575,"CSN-0149-01, Rev D","NEGATIVE ENDPLATE FRAME, S200",CLEAN,1
462575,"CSN-0149-01, Rev D","NEGATIVE ENDPLATE FRAME, S200",QAFNL,1
462575,"CSN-0149-01, Rev D","NEGATIVE ENDPLATE FRAME, S200",SHIP,1
462576,"CSN-0149-01, Rev D","NEGATIVE ENDPLATE FRAME, S200",Cell4_GR,1
462576,"CSN-0149-01, Rev D","NEGATIVE ENDPLATE FRAME, S200",DEBUR,2
462576,"CSN-0149-01, Rev D","NEGATIVE ENDPLATE FRAME, S200",QAIPI,2
462576,"CSN-0149-01, Rev D","NEGATIVE ENDPLATE FRAME, S200",CLEAN,1
462576,"CSN-0149-01, Rev D","NEGATIVE ENDPLATE FRAME, S200",QAFNL,2
462576,"CSN-0149-01, Rev D","NEGATIVE ENDPLATE FRAME, S200",SHIP,14
462576,"CSN-0149-01, Rev D","NEGATIVE ENDPLATE FRAME, S200",N/A,10
462577,"CSN-0149-01, Rev C","NEGATIVE ENDPLATE FRAME, S200",Cell4_GR,10
462577,"CSN-0149-01, Rev C","NEGATIVE ENDPLATE FRAME, S200",DEBUR,6
462577,"CSN-0149-01, Rev C","NEGATIVE ENDPLATE FRAME, S200",QAIPI,6
462577,"CSN-0149-01, Rev C","NEGATIVE ENDPLATE FRAME, S200",CLEAN,10
462577,"CSN-0149-01, Rev C","NEGATIVE ENDPLATE FRAME, S200",QAFNL,20
462577,"CSN-0149-01, Rev C","NEGATIVE ENDPLATE FRAME, S200",SHIP,20
462577,"CSN-0149-01, Rev C","NEGATIVE ENDPLATE FRAME, S200",N/A,20
462618,"0042-34970, Rev 02","ASSY, DC DISTRIBUTION,BI-POLAR ESC, HDF,PRODUCER GT",BOND-AR,20
462618,"0042-34970, Rev 02","ASSY, DC DISTRIBUTION,BI-POLAR ESC, HDF,PRODUCER GT",QAFNL,20
462618,"0042-34970, Rev 02","ASSY, DC DISTRIBUTION,BI-POLAR ESC, HDF,PRODUCER GT",CLEAN,10
462618,"0042-34970, Rev 02","ASSY, DC DISTRIBUTION,BI-POLAR ESC, HDF,PRODUCER GT",CLEAN_IP,10
462618,"0042-34970, Rev 02","ASSY, DC DISTRIBUTION,BI-POLAR ESC, HDF,PRODUCER GT",BG&TG,50
462618,"0042-34970, Rev 02","ASSY, DC DISTRIBUTION,BI-POLAR ESC, HDF,PRODUCER GT",N/A,19
462618,"0042-34970, Rev 02","ASSY, DC DISTRIBUTION,BI-POLAR ESC, HDF,PRODUCER GT",SOLDERAR,100
462632,"713-294453-001,Rev D","PANEL,FLOOR,CENTRAL CORRIDOR",N/A,20
462689,839-29935-102-A26,Item #26 for 839-292235-102-C,N/A,100
462689,839-29935-102-A26,Item #26 for 839-292235-102-C,STOCK,30
462709,"0021-83077, Rev 06",BELLOWS PLATEN SHIELDS ACTUATING REFLEXION GT CMP,LEAK,15
462709,"0021-83077, Rev 06",BELLOWS PLATEN SHIELDS ACTUATING REFLEXION GT CMP,CNPT1,20
462709,"0021-83077, Rev 06",BELLOWS PLATEN SHIELDS ACTUATING REFLEXION GT CMP,BLKLIN,2
462709,"0021-83077, Rev 06",BELLOWS PLATEN SHIELDS ACTUATING REFLEXION GT CMP,QAFNL,6
462709,"0021-83077, Rev 06",BELLOWS PLATEN SHIELDS ACTUATING REFLEXION GT CMP,BG&TG,6
462709,"0021-83077, Rev 06",BELLOWS PLATEN SHIELDS ACTUATING REFLEXION GT CMP,N/A,10
462709,"0021-83077, Rev 06",BELLOWS PLATEN SHIELDS ACTUATING REFLEXION GT CMP,QAIPI,10
462721,"0040-08337, Rev 03","Cover, Switch Loadcup Mirra 300MM",CLEAN,1
462721,"0040-08337, Rev 03","Cover, Switch Loadcup Mirra 300MM",ROUT,5
462721,"0040-08337, Rev 03","Cover, Switch Loadcup Mirra 300MM",POLSH,100
462721,"0040-08337, Rev 03","Cover, Switch Loadcup Mirra 300MM",MARK,100
462721,"0040-08337, Rev 03","Cover, Switch Loadcup Mirra 300MM",QAFNL,1
462721,"0040-08337, Rev 03","Cover, Switch Loadcup Mirra 300MM",SHIP,1
462721,"0040-08337, Rev 03","Cover, Switch Loadcup Mirra 300MM",N/A,1
462723,"0042-32994, Rev 02","MODULE DRIP PAN, PC, BBX1,BBX2, C2, CLEANER",MARK,1
462723,"0042-32994, Rev 02","MODULE DRIP PAN, PC, BBX1,BBX2, C2, CLEANER",QAIPI,36
462723,"0042-32994, Rev 02","MODULE DRIP PAN, PC, BBX1,BBX2, C2, CLEANER",CLES,2
462723,"0042-32994, Rev 02","MODULE DRIP PAN, PC, BBX1,BBX2, C2, CLEANER",BLKLIN,2
462723,"0042-32994, Rev 02","MODULE DRIP PAN, PC, BBX1,BBX2, C2, CLEANER",QAFNL,2
462723,"0042-32994, Rev 02","MODULE DRIP PAN, PC, BBX1,BBX2, C2, CLEANER",SHIP,1
462723,"0042-32994, Rev 02","MODULE DRIP PAN, PC, BBX1,BBX2, C2, CLEANER",N/A,1
462724,"0711186-000, Rev AB","Block, Cooling, NDF, Targa",SHIP,1
462724,"0711186-000, Rev AB","Block, Cooling, NDF, Targa",N/A,2
462724,"0711186-000, Rev AB","Block, Cooling, NDF, Targa",QAFNL,134
462725,"0042-35483, Rev 02","GUARD ASSEMBLY, BIAS MATCH, POS 1, FRONT,
MAGNETS",N/A,134
462726,"0022-76999, Rev 01","GUARD, CATHODE LIFT           POS 1",MASK,134
462726,"0022-76999, Rev 01","GUARD, CATHODE LIFT           POS 1",SHIP,60
462726,"0022-76999, Rev 01","GUARD, CATHODE LIFT           POS 1",N/A,104
462726,"0022-76999, Rev 01","GUARD, CATHODE LIFT           POS 1",QAFNL,0
462727,"0051-97261, Rev 03","ELBOW ASSY, B-SIDE, HF BBX SEPARATOR, LKP",DEBUR,10
462727,"0051-97261, Rev 03","ELBOW ASSY, B-SIDE, HF BBX SEPARATOR, LKP",ASMBL,1
462727,"0051-97261, Rev 03","ELBOW ASSY, B-SIDE, HF BBX SEPARATOR, LKP",SBOND,1
462727,"0051-97261, Rev 03","ELBOW ASSY, B-SIDE, HF BBX SEPARATOR, LKP",MARK,4
462727,"0051-97261, Rev 03","ELBOW ASSY, B-SIDE, HF BBX SEPARATOR, LKP",CLES,3
462727,"0051-97261, Rev 03","ELBOW ASSY, B-SIDE, HF BBX SEPARATOR, LKP",BLKLIN,3
462727,"0051-97261, Rev 03","ELBOW ASSY, B-SIDE, HF BBX SEPARATOR, LKP",CLEAN_IP,3
462727,"0051-97261, Rev 03","ELBOW ASSY, B-SIDE, HF BBX SEPARATOR, LKP",SHIP,4
462727,"0051-97261, Rev 03","ELBOW ASSY, B-SIDE, HF BBX SEPARATOR, LKP",N/A,1
462727,"0051-97261, Rev 03","ELBOW ASSY, B-SIDE, HF BBX SEPARATOR, LKP",CUT,1
462729,"0022-40058, Rev 04","Cover, ACD, DB-4",QAIPI,1
462729,"0022-40058, Rev 04","Cover, ACD, DB-4",CLES,1
462729,"0022-40058, Rev 04","Cover, ACD, DB-4",BLKLIN,1
462729,"0022-40058, Rev 04","Cover, ACD, DB-4",QAFNL,1
462729,"0022-40058, Rev 04","Cover, ACD, DB-4",SHIP,1
462729,"0022-40058, Rev 04","Cover, ACD, DB-4",N/A,1
462734,"0010-63335, Rev 03","ASSY, CORE DUAL BBX, OZONE CLNR, RLKP",QAIPI,1
462734,"0010-63335, Rev 03","ASSY, CORE DUAL BBX, OZONE CLNR, RLKP",CLEST1,1
462734,"0010-63335, Rev 03","ASSY, CORE DUAL BBX, OZONE CLNR, RLKP",QAFNL,1
462734,"0010-63335, Rev 03","ASSY, CORE DUAL BBX, OZONE CLNR, RLKP",BG&TG,20
462734,"0010-63335, Rev 03","ASSY, CORE DUAL BBX, OZONE CLNR, RLKP",N/A,20
462734,"0010-63335, Rev 03","ASSY, CORE DUAL BBX, OZONE CLNR, RLKP",LEAK,1
462744,"0022-55294, Rev 04","ADAPTOR, FITTING, EXTEND, HEATER STEAM MANIFOLD",N/A,1
462756,"0022-75679, Rev 01","RINSE BAR, HPC",QAFNL,1
462756,"0022-75679, Rev 01","RINSE BAR, HPC",CNPT1,1
462756,"0022-75679, Rev 01","RINSE BAR, HPC",BLKLIN,2
462756,"0022-75679, Rev 01","RINSE BAR, HPC",CLEAN_IP,2
462756,"0022-75679, Rev 01","RINSE BAR, HPC",BG&TG,30
462756,"0022-75679, Rev 01","RINSE BAR, HPC",N/A,14
462774,"0041-41515, Rev 02","Housing, 4 Port, 150mm Profiler",N/A,14
462776,"515-343807-001,Rev A","FXTR, DRILL, FM MOUNT, CCR+",CLEAN13,80
462776,"515-343807-001,Rev A","FXTR, DRILL, FM MOUNT, CCR+",QAFNL,50
462776,"515-343807-001,Rev A","FXTR, DRILL, FM MOUNT, CCR+",SHIP,50
462776,"515-343807-001,Rev A","FXTR, DRILL, FM MOUNT, CCR+",N/A,10
462776,"515-343807-001,Rev A","FXTR, DRILL, FM MOUNT, CCR+",QAIPI,6
462780,"0015-11344, Rev 03",SPECTRA FOUP MACHINE DRAWING,DRILL,20
462780,"0015-11344, Rev 03",SPECTRA FOUP MACHINE DRAWING,TRIM,20
462780,"0015-11344, Rev 03",SPECTRA FOUP MACHINE DRAWING,QAIPI,20
462780,"0015-11344, Rev 03",SPECTRA FOUP MACHINE DRAWING,CNPT1,20
462780,"0015-11344, Rev 03",SPECTRA FOUP MACHINE DRAWING,BLKLIN,20
462780,"0015-11344, Rev 03",SPECTRA FOUP MACHINE DRAWING,QAFNL,10
462780,"0015-11344, Rev 03",SPECTRA FOUP MACHINE DRAWING,SHIP,100
462780,"0015-11344, Rev 03",SPECTRA FOUP MACHINE DRAWING,N/A,15
462780,"0015-11344, Rev 03",SPECTRA FOUP MACHINE DRAWING,ROUT,6
462787,"0042-27947, Rev 02","DISC, TORQUE HDX",SubCA,10
462787,"0042-27947, Rev 02","DISC, TORQUE HDX",MetalQAI,80
462787,"0042-27947, Rev 02","DISC, TORQUE HDX",ASMBL,5
462787,"0042-27947, Rev 02","DISC, TORQUE HDX",SubCA,4
462787,"0042-27947, Rev 02","DISC, TORQUE HDX",MetalQAF,12
462787,"0042-27947, Rev 02","DISC, TORQUE HDX",SHIP,2
462787,"0042-27947, Rev 02","DISC, TORQUE HDX",N/A,2
462836,"0010-86295, Rev 02","ASSY, PRE-CLEAN HDF MODULE, GEN4, LKP",LEAK,60
462836,"0010-86295, Rev 02","ASSY, PRE-CLEAN HDF MODULE, GEN4, LKP",QAIPI,3
462836,"0010-86295, Rev 02","ASSY, PRE-CLEAN HDF MODULE, GEN4, LKP",CLES,27
462836,"0010-86295, Rev 02","ASSY, PRE-CLEAN HDF MODULE, GEN4, LKP",QAFNL,10
462836,"0010-86295, Rev 02","ASSY, PRE-CLEAN HDF MODULE, GEN4, LKP",SHIP,10
462836,"0010-86295, Rev 02","ASSY, PRE-CLEAN HDF MODULE, GEN4, LKP",N/A,3
462836,"0010-86295, Rev 02","ASSY, PRE-CLEAN HDF MODULE, GEN4, LKP",ASMBL,0
462837,"0010-86295, Rev 02","ASSY, PRE-CLEAN HDF MODULE, GEN4, LKP",LEAK,10
462837,"0010-86295, Rev 02","ASSY, PRE-CLEAN HDF MODULE, GEN4, LKP",QAIPI,1
462837,"0010-86295, Rev 02","ASSY, PRE-CLEAN HDF MODULE, GEN4, LKP",CLES,50
462837,"0010-86295, Rev 02","ASSY, PRE-CLEAN HDF MODULE, GEN4, LKP",QAFNL,10
462837,"0010-86295, Rev 02","ASSY, PRE-CLEAN HDF MODULE, GEN4, LKP",ASMBL,10
462837,"0010-86295, Rev 02","ASSY, PRE-CLEAN HDF MODULE, GEN4, LKP",SHIP,30
462837,"0010-86295, Rev 02","ASSY, PRE-CLEAN HDF MODULE, GEN4, LKP",N/A,5
462838,"0010-86295, Rev 02","ASSY, PRE-CLEAN HDF MODULE, GEN4, LKP",LEAK,12
462838,"0010-86295, Rev 02","ASSY, PRE-CLEAN HDF MODULE, GEN4, LKP",QAIPI,2
462838,"0010-86295, Rev 02","ASSY, PRE-CLEAN HDF MODULE, GEN4, LKP",CLES,12
462838,"0010-86295, Rev 02","ASSY, PRE-CLEAN HDF MODULE, GEN4, LKP",QAFNL,50
462838,"0010-86295, Rev 02","ASSY, PRE-CLEAN HDF MODULE, GEN4, LKP",ASMBL,50
462838,"0010-86295, Rev 02","ASSY, PRE-CLEAN HDF MODULE, GEN4, LKP",SHIP,30
462838,"0010-86295, Rev 02","ASSY, PRE-CLEAN HDF MODULE, GEN4, LKP",N/A,28
462855,"A0393561, Rev 02","Bracket, Heat Exchanger, Clip, AFT Plumbing Module",N/A,1
462855,"A0393561, Rev 02","Bracket, Heat Exchanger, Clip, AFT Plumbing Module",SHIP,1
462863,"0022-18959, Rev 02","HOUSING, SENSOR, PAD CONDITIONER POLISHER",CLC30,300
462863,"0022-18959, Rev 02","HOUSING, SENSOR, PAD CONDITIONER POLISHER",Cell1VF3,5
462863,"0022-18959, Rev 02","HOUSING, SENSOR, PAD CONDITIONER POLISHER",DEBUR,3
462863,"0022-18959, Rev 02","HOUSING, SENSOR, PAD CONDITIONER POLISHER",QAIPI,0
462863,"0022-18959, Rev 02","HOUSING, SENSOR, PAD CONDITIONER POLISHER",CNPT1,1
462863,"0022-18959, Rev 02","HOUSING, SENSOR, PAD CONDITIONER POLISHER",BLKLIN,12
462863,"0022-18959, Rev 02","HOUSING, SENSOR, PAD CONDITIONER POLISHER",QAFNL,10
462863,"0022-18959, Rev 02","HOUSING, SENSOR, PAD CONDITIONER POLISHER",BG&TG,5
462863,"0022-18959, Rev 02","HOUSING, SENSOR, PAD CONDITIONER POLISHER",N/A,1
462869,"0040-83649, Rev 001","Skin, FM 4910 Left Side, Upper Rear 200MM CMP",Cell1VF6,20
462869,"0040-83649, Rev 001","Skin, FM 4910 Left Side, Upper Rear 200MM CMP",STRPF,1
462869,"0040-83649, Rev 001","Skin, FM 4910 Left Side, Upper Rear 200MM CMP",SBOND,30
462869,"0040-83649, Rev 001","Skin, FM 4910 Left Side, Upper Rear 200MM CMP",INSRT,50
462869,"0040-83649, Rev 001","Skin, FM 4910 Left Side, Upper Rear 200MM CMP",MARK,30
462869,"0040-83649, Rev 001","Skin, FM 4910 Left Side, Upper Rear 200MM CMP",QAFNL,8
462869,"0040-83649, Rev 001","Skin, FM 4910 Left Side, Upper Rear 200MM CMP",SHIP,0
462869,"0040-83649, Rev 001","Skin, FM 4910 Left Side, Upper Rear 200MM CMP",N/A,20
462895,"0022-06263, Rev 05","Pre-Clean Buff Head Align Tool, 300MM",Cell3VF3,20
462895,"0022-06263, Rev 05","Pre-Clean Buff Head Align Tool, 300MM",DEBUR,10
462895,"0022-06263, Rev 05","Pre-Clean Buff Head Align Tool, 300MM",QAFNL,4
462895,"0022-06263, Rev 05","Pre-Clean Buff Head Align Tool, 300MM",SHIP,4
462895,"0022-06263, Rev 05","Pre-Clean Buff Head Align Tool, 300MM",N/A,4
462949,"0041-62469, Rev 02",Potentionmeter End Cap,SHIP,10
462949,"0041-62469, Rev 02",Potentionmeter End Cap,N/A,10
462965,"0010-82588, Rev 02","ASSY, SWING ARM, SIDE-B, HDF, TMD, PRE-CLEAN",QAFAI,10
462965,"0010-82588, Rev 02","ASSY, SWING ARM, SIDE-B, HDF, TMD, PRE-CLEAN",QAFNL,4
462965,"0010-82588, Rev 02","ASSY, SWING ARM, SIDE-B, HDF, TMD, PRE-CLEAN",STOCK,32
462965,"0010-82588, Rev 02","ASSY, SWING ARM, SIDE-B, HDF, TMD, PRE-CLEAN",N/A,20
462965,"0010-82588, Rev 02","ASSY, SWING ARM, SIDE-B, HDF, TMD, PRE-CLEAN",QAIPI,2
462966,"0010-82588, Rev 02","ASSY, SWING ARM, SIDE-B, HDF, TMD, PRE-CLEAN",STOCK,5
462966,"0010-82588, Rev 02","ASSY, SWING ARM, SIDE-B, HDF, TMD, PRE-CLEAN",N/A,5
462966,"0010-82588, Rev 02","ASSY, SWING ARM, SIDE-B, HDF, TMD, PRE-CLEAN",QAFNL,2
462973,"0022-80946, Rev 01",LIFT PIN GUIDE UPPER,N/A,12
462991,"0021-26287, Rev 06",IDLER EXTENDED MEGASONIC 300MM,QAIPI,5
462991,"0021-26287, Rev 06",IDLER EXTENDED MEGASONIC 300MM,CLNAPXA,2
462991,"0021-26287, Rev 06",IDLER EXTENDED MEGASONIC 300MM,QAFNL,2
462991,"0021-26287, Rev 06",IDLER EXTENDED MEGASONIC 300MM,STOCK,60
462991,"0021-26287, Rev 06",IDLER EXTENDED MEGASONIC 300MM,N/A,3
462991,"0021-26287, Rev 06",IDLER EXTENDED MEGASONIC 300MM,DEBUR,1
462999,"0010-88945, Rev 03","ASSY, SUPREME BBX, C2",LEAK,104
462999,"0010-88945, Rev 03","ASSY, SUPREME BBX, C2",QAFNL,54
462999,"0010-88945, Rev 03","ASSY, SUPREME BBX, C2",BG&TG,12
462999,"0010-88945, Rev 03","ASSY, SUPREME BBX, C2",N/A,20
462999,"0010-88945, Rev 03","ASSY, SUPREME BBX, C2",ASMBL,30
463000,"0010-89071, Rev 04","Rework - ASSY, STD BBX, C1",BG&TG,10
463000,"0010-89071, Rev 04","Rework - ASSY, STD BBX, C1",N/A,4
463000,"0010-89071, Rev 04","Rework - ASSY, STD BBX, C1",LEAK,10
463045,"0022-38552, Rev 03","SIDE PUMPING LIDSTACK CLAMP, PRODUCER G-GT",BLKLIN,15
463045,"0022-38552, Rev 03","SIDE PUMPING LIDSTACK CLAMP, PRODUCER G-GT",CLEAN_IP,14
463045,"0022-38552, Rev 03","SIDE PUMPING LIDSTACK CLAMP, PRODUCER G-GT",BG&TG,3
463045,"0022-38552, Rev 03","SIDE PUMPING LIDSTACK CLAMP, PRODUCER G-GT",N/A,3
463045,"0022-38552, Rev 03","SIDE PUMPING LIDSTACK CLAMP, PRODUCER G-GT",CNPT1,1
463072,"0022-31316, Rev 04","ORING, SGD NOZZLE BUMPER, HPO",QAFNL,1
463072,"0022-31316, Rev 04","ORING, SGD NOZZLE BUMPER, HPO",SHIP,200
463072,"0022-31316, Rev 04","ORING, SGD NOZZLE BUMPER, HPO",N/A,1
463074,"0270-07417, Rev 02","COVER, SHOWERHEAD PROTECTION, SICONI",MARK,3
463074,"0270-07417, Rev 02","COVER, SHOWERHEAD PROTECTION, SICONI",QAFNL,5
463074,"0270-07417, Rev 02","COVER, SHOWERHEAD PROTECTION, SICONI",SHIP,9
463074,"0270-07417, Rev 02","COVER, SHOWERHEAD PROTECTION, SICONI",N/A,12
463074,"0270-07417, Rev 02","COVER, SHOWERHEAD PROTECTION, SICONI",INSRT,60
463089,"0022-50729, Rev 02","BACKSTOP, PAD",N/A,3
463091,"713-136122-001,Rev D","CAP, SCREW, RING, BSR, 300MM",Cell3VF3,105
463091,"713-136122-001,Rev D","CAP, SCREW, RING, BSR, 300MM",DEBURCR,30
463091,"713-136122-001,Rev D","CAP, SCREW, RING, BSR, 300MM",QAIPI,-40
463091,"713-136122-001,Rev D","CAP, SCREW, RING, BSR, 300MM",SubCA,32
463091,"713-136122-001,Rev D","CAP, SCREW, RING, BSR, 300MM",QAFNL,10
463091,"713-136122-001,Rev D","CAP, SCREW, RING, BSR, 300MM",SHIP,5
463091,"713-136122-001,Rev D","CAP, SCREW, RING, BSR, 300MM",N/A,0
463107,"0042-23268, Rev 02","COVER, CLEAR, WAFER LIFT, PRODUCER XP",SBOND,20
463107,"0042-23268, Rev 02","COVER, CLEAR, WAFER LIFT, PRODUCER XP",ROUT,10
463107,"0042-23268, Rev 02","COVER, CLEAR, WAFER LIFT, PRODUCER XP",QAFNL,2
463107,"0042-23268, Rev 02","COVER, CLEAR, WAFER LIFT, PRODUCER XP",QAFAI,4
463107,"0042-23268, Rev 02","COVER, CLEAR, WAFER LIFT, PRODUCER XP",CLES,4
463107,"0042-23268, Rev 02","COVER, CLEAR, WAFER LIFT, PRODUCER XP",BLKLIN,4
463107,"0042-23268, Rev 02","COVER, CLEAR, WAFER LIFT, PRODUCER XP",CLEAN_IP,2
463107,"0042-23268, Rev 02","COVER, CLEAR, WAFER LIFT, PRODUCER XP",SHIP,10
463107,"0042-23268, Rev 02","COVER, CLEAR, WAFER LIFT, PRODUCER XP",N/A,10
463107,"0042-23268, Rev 02","COVER, CLEAR, WAFER LIFT, PRODUCER XP",STRPF,1
